9979,2015-10-21 00:00:00.000,16140538,14160242,$349,500,1964,East,4,1,House,Garage, Integrated garage, Other,48 Rue Cedar|Dollard-Des Ormeaux, Quebec H9B1H6,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16140538/48-Rue-Cedar-Dollard-Des-Ormeaux-Quebec-H9B1H6-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT14160242&Lang=E,0,closed,NULL
15084,2015-11-09 00:00:00.000,16116354,24304666,$324,900,2005,Pierrefonds/West,3,1,House,Garage, Integrated garage,17835 Boul. de Pierrefonds|Pierrefonds-Roxboro (Montréal), Quebec H9J3L1,Live in home with all advantages of a condo!!!! 3 bedroom + 1.5 bath cottage condo with private double heated garage located in basement. Open concept main floor with private access to back yard. Located near all amenities and services.  Priced competitively to sell quickly. Don't miss this oportinunity.,http://www.realtor.ca/Residential/Single-Family/16116354/17835-Boul-de-Pierrefonds-Pierrefonds-Roxboro-Montréal-Quebec-H9J3L1-PierrefondsWest,http://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE%26NoMLS=MT24304666&Lang=E,0,closed,NULL
16919,2015-11-11 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
15085,2015-11-09 00:00:00.000,16274596,24231599,$324,900,1966,Roxboro,4,2,House,Garage, Integrated garage, Carport, Other,55 3e Avenue N.|Pierrefonds-Roxboro (Montréal), Quebec H8Y2L8,1800 sq.f. on the same floor.  Unique! Innumerable possibilities... Renovate as you wish!!! Cathedral ceiling, 4 bedrooms, 2 renovated bathrooms  including one adjacent to the main bedroom, another room for an office or a workshop. Huge basement to be finished according to your needs. Asking price under the municipal evaluation.,http://www.realtor.ca/Residential/Single-Family/16274596/55-3e-Avenue-N-Pierrefonds-Roxboro-Montréal-Quebec-H8Y2L8-Roxboro,http://passerelle.centris.ca/redirect.aspx?CodeDest=EGPTECH%26NoMLS=MT24231599&Lang=E,0,closed,NULL
15143,2015-11-09 00:00:00.000,16329583,10675450,$347,500,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
26017,2015-12-20 00:00:00.000,16437345,18120655,$319,900,1961,Pierrefonds/Central East,4,2,House,Carport, Other,12227 Rue Tilly|Pierrefonds-Roxboro (Montréal), Quebec H8Z1R8,Superbe residence,Condition impeccable,Une visite vous convaincra.,4 chambres,dont une au sous sol,qui,en passant,est totalement renove 2015 (il y a un mois seulement).,grand terrain de 7000 P C.,Immence Cabanon Tout Neuf.,une visite s'impose!.,vous serez conquis!les visites sont tres accessibles les soirs et les fins de semaines.,ou meme le jour.,http://www.realtor.ca/Residential/Single-Family/16437345/12227-Rue-Tilly-Pierrefonds-Roxboro-Montréal-Quebec-H8Z1R8-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT18120655&Lang=E,0,closed,NULL
26054,2015-12-20 00:00:00.000,16437291,14746575,$334,900,1954,Forest Gardens (Central North),4,1,House,Garage, Other,234 Boul. St-Charles|Beaconsfield, Quebec H9W2X5,Spacious 3+1 bedroom bungalow located on 13,500 sq.ft. lot. Open concept living/dining room area with lots of daylight. Original, separate kitchen with dinette. Large, magnificent patio overlooking backyard. Close proximity to various services, schools, train & public transport, highway 20/40. A must see!,http://www.realtor.ca/Residential/Single-Family/16437291/234-Boul-St-Charles-Beaconsfield-Quebec-H9W2X5-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=MTOUGAS%26NoMLS=MT14746575&Lang=E,0,closed,NULL
26065,2015-12-20 00:00:00.000,16329583,10675450,$339,000,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
26134,2015-12-20 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
26171,2015-12-20 00:00:00.000,16399860,21724433,$385,000,1963,Pierrefonds/Central West,3,1,House,Other, Garage,4416 Rue Ste-Anne|Pierrefonds-Roxboro (Montréal), Quebec H9H2Z4,The most spacious renovated bungalow of the area!!You will be amazed by this spacious house.Incredibly brite because of it's large windows.Renovated with quality and taste.Ideal for young couple or family looking for perfect house with nothing to do upon entry!Amazing private backyard with huge deck.See list of renos in addenda.Must see property!,http://www.realtor.ca/Residential/Single-Family/16399860/4416-Rue-Ste-Anne-Pierrefonds-Roxboro-Montréal-Quebec-H9H2Z4-PierrefondsCentral-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=ALOUERMONTREAL%26NoMLS=MT21724433&Lang=E,0,closed,NULL
26186,2015-12-20 00:00:00.000,16426020,16712433,$395,000,1964,Pierrefonds/Central East,4,2,House,,13294 Rue de l'Acadie|Pierrefonds-Roxboro (Montréal), Quebec H9A1A9,Beautiful, renovated house with a huge lot,huge in ground swimming pool (heated), very serene.Child safe crescent.Wood burning fireplace, sun filled basement .Close to all.,http://www.realtor.ca/Residential/Single-Family/16426020/13294-Rue-de-lAcadie-Pierrefonds-Roxboro-Montréal-Quebec-H9A1A9-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=RCIIQ%26NoMLS=MT16712433&Lang=E,0,closed,NULL
26197,2015-12-20 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
26270,2015-12-21 00:00:00.000,16417628,21412159,$295,000,1968,Pierrefonds/West,3,2,House,Garage, Integrated garage,4840 Rue Geneviève|Pierrefonds-Roxboro (Montréal), Quebec H9J1S5,Le propriétaire a le droit de vendre par lui même,http://www.realtor.ca/Residential/Single-Family/16417628/4840-Rue-Geneviève-Pierrefonds-Roxboro-Montréal-Quebec-H9J1S5-PierrefondsWest,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT21412159&Lang=E,0,closed,NULL
26314,2015-12-21 00:00:00.000,16437345,18120655,$319,900,1961,Pierrefonds/Central East,4,2,House,Carport, Other,12227 Rue Tilly|Pierrefonds-Roxboro (Montréal), Quebec H8Z1R8,Superbe residence,Condition impeccable,Une visite vous convaincra.,4 chambres,dont une au sous sol,qui,en passant,est totalement renove 2015 (il y a un mois seulement).,grand terrain de 7000 P C.,Immence Cabanon Tout Neuf.,une visite s'impose!.,vous serez conquis!les visites sont tres accessibles les soirs et les fins de semaines.,ou meme le jour.,http://www.realtor.ca/Residential/Single-Family/16437345/12227-Rue-Tilly-Pierrefonds-Roxboro-Montréal-Quebec-H8Z1R8-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT18120655&Lang=E,0,closed,NULL
26352,2015-12-21 00:00:00.000,16437291,14746575,$334,900,1954,Forest Gardens (Central North),4,1,House,Garage, Other,234 Boul. St-Charles|Beaconsfield, Quebec H9W2X5,Spacious 3+1 bedroom bungalow located on 13,500 sq.ft. lot. Open concept living/dining room area with lots of daylight. Original, separate kitchen with dinette. Large, magnificent patio overlooking backyard. Close proximity to various services, schools, train & public transport, highway 20/40. A must see!,http://www.realtor.ca/Residential/Single-Family/16437291/234-Boul-St-Charles-Beaconsfield-Quebec-H9W2X5-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=MTOUGAS%26NoMLS=MT14746575&Lang=E,0,closed,NULL
26356,2015-12-21 00:00:00.000,16329583,10675450,$339,000,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
26433,2015-12-21 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
26468,2015-12-21 00:00:00.000,16399860,21724433,$385,000,1963,Pierrefonds/Central West,3,1,House,Other, Garage,4416 Rue Ste-Anne|Pierrefonds-Roxboro (Montréal), Quebec H9H2Z4,The most spacious renovated bungalow of the area!!You will be amazed by this spacious house.Incredibly brite because of it's large windows.Renovated with quality and taste.Ideal for young couple or family looking for perfect house with nothing to do upon entry!Amazing private backyard with huge deck.See list of renos in addenda.Must see property!,http://www.realtor.ca/Residential/Single-Family/16399860/4416-Rue-Ste-Anne-Pierrefonds-Roxboro-Montréal-Quebec-H9H2Z4-PierrefondsCentral-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=ALOUERMONTREAL%26NoMLS=MT21724433&Lang=E,0,closed,NULL
26485,2015-12-21 00:00:00.000,16426020,16712433,$395,000,1964,Pierrefonds/Central East,4,2,House,,13294 Rue de l'Acadie|Pierrefonds-Roxboro (Montréal), Quebec H9A1A9,Beautiful, renovated house with a huge lot,huge in ground swimming pool (heated), very serene.Child safe crescent.Wood burning fireplace, sun filled basement .Close to all.,http://www.realtor.ca/Residential/Single-Family/16426020/13294-Rue-de-lAcadie-Pierrefonds-Roxboro-Montréal-Quebec-H9A1A9-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=RCIIQ%26NoMLS=MT16712433&Lang=E,0,closed,NULL
26495,2015-12-21 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
26270,2015-12-21 00:00:00.000,16417628,21412159,$295,000,1968,Pierrefonds/West,3,2,House,Garage, Integrated garage,4840 Rue Geneviève|Pierrefonds-Roxboro (Montréal), Quebec H9J1S5,Le propriétaire a le droit de vendre par lui même,http://www.realtor.ca/Residential/Single-Family/16417628/4840-Rue-Geneviève-Pierrefonds-Roxboro-Montréal-Quebec-H9J1S5-PierrefondsWest,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT21412159&Lang=E,0,closed,NULL
26314,2015-12-21 00:00:00.000,16437345,18120655,$319,900,1961,Pierrefonds/Central East,4,2,House,Carport, Other,12227 Rue Tilly|Pierrefonds-Roxboro (Montréal), Quebec H8Z1R8,Superbe residence,Condition impeccable,Une visite vous convaincra.,4 chambres,dont une au sous sol,qui,en passant,est totalement renove 2015 (il y a un mois seulement).,grand terrain de 7000 P C.,Immence Cabanon Tout Neuf.,une visite s'impose!.,vous serez conquis!les visites sont tres accessibles les soirs et les fins de semaines.,ou meme le jour.,http://www.realtor.ca/Residential/Single-Family/16437345/12227-Rue-Tilly-Pierrefonds-Roxboro-Montréal-Quebec-H8Z1R8-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT18120655&Lang=E,0,closed,NULL
26352,2015-12-21 00:00:00.000,16437291,14746575,$334,900,1954,Forest Gardens (Central North),4,1,House,Garage, Other,234 Boul. St-Charles|Beaconsfield, Quebec H9W2X5,Spacious 3+1 bedroom bungalow located on 13,500 sq.ft. lot. Open concept living/dining room area with lots of daylight. Original, separate kitchen with dinette. Large, magnificent patio overlooking backyard. Close proximity to various services, schools, train & public transport, highway 20/40. A must see!,http://www.realtor.ca/Residential/Single-Family/16437291/234-Boul-St-Charles-Beaconsfield-Quebec-H9W2X5-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=MTOUGAS%26NoMLS=MT14746575&Lang=E,0,closed,NULL
26356,2015-12-21 00:00:00.000,16329583,10675450,$339,000,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
26378,2015-12-21 00:00:00.000,16268583,21201569,$349,000,1963,Central,4,2,House,Integrated garage, Garage, Other,26 Rue Crillon|Dollard-Des Ormeaux, Quebec H9A1J3,Westpark split level, some recent renovations (see addendum) and well maintained depuis 78, its excellent location allows you to walk almost everywhere: public transport, schools, churches, synagogue and mosque and stores.. 9 feet high ceiling in unfinished but divided basement,http://www.realtor.ca/Residential/Single-Family/16268583/26-Rue-Crillon-Dollard-Des-Ormeaux-Quebec-H9A1J3-Central,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT21201569&Lang=E,0,closed,NULL
26485,2015-12-21 00:00:00.000,16426020,16712433,$395,000,1964,Pierrefonds/Central East,4,2,House,,13294 Rue de l'Acadie|Pierrefonds-Roxboro (Montréal), Quebec H9A1A9,Beautiful, renovated house with a huge lot,huge in ground swimming pool (heated), very serene.Child safe crescent.Wood burning fireplace, sun filled basement .Close to all.,http://www.realtor.ca/Residential/Single-Family/16426020/13294-Rue-de-lAcadie-Pierrefonds-Roxboro-Montréal-Quebec-H9A1A9-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=RCIIQ%26NoMLS=MT16712433&Lang=E,0,closed,NULL
26389,2015-12-21 00:00:00.000,16399921,24164347,$350,000,1970,East,4,2,House,Garage, Other,32 Rue Cumberland|Dollard-Des Ormeaux, Quebec H9B1V1,ATTENTION! OPEN CONCEPT! CORNER LOT! Welcoming and updated bungalow in a beautiful area of DDO near the Sunshine Academy School and Nature Park Bois-de-Liesse. Walk to  Sunnybrooke train station. Notice: roof 2008 (no bill) 3 + 1 bds., 2 baths, beautiful garden door in dinning area that lead to backyard; finished basement.,http://www.realtor.ca/Residential/Single-Family/16399921/32-Rue-Cumberland-Dollard-Des-Ormeaux-Quebec-H9B1V1-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT24164347&Lang=E,0,closed,NULL
20059,2015-11-18 00:00:00.000,16197200,27479173,$374,650,1968,Pierrefonds/Central West,4,2,House,Garage,14916 Rue Oakwood|Pierrefonds-Roxboro (Montréal), Quebec H9H1X8,Charming turn key home in sought after area. Perfectly located, close to all amenities, public pool,parks,rink,baseball field, soccer field.,http://www.realtor.ca/Residential/Single-Family/16197200/14916-Rue-Oakwood-Pierrefonds-Roxboro-Montréal-Quebec-H9H1X8-PierrefondsCentral-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=ADRESZ%26NoMLS=MT27479173&Lang=E,0,closed,NULL
20098,2015-11-18 00:00:00.000,16369705,18859086,$389,000,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
